caseid,agearr10,age_group,sex,marital_status,number_of_children,alcohol_consumption,smoking_status,stresslevel,source_of_stress,hours_worked,job_satisfication,discrimination_Frequency,ourdoor_activities,living_standard,health_level,personal_relationship_level,apperance_level,stress
14856,1,5,2,1,0,5,3,2,3,3,6,6,2,10,9,8,7,Not very stressful
14857,96,3,1,2,2,3,3,3,2,3,1,6,2,7,7,6,6,A bit stressful
14858,96,3,2,6,0,7,3,3,7,4,6,6,1,10,10,10,5,A bit stressful
14859,96,5,2,1,0,4,3,3,1,3,2,6,1,5,4,5,4,A bit stressful
14860,96,7,2,3,0,7,1,1,96,6,6,6,1,10,8,10,9,Not at all stressful
14861,96,4,2,4,0,5,3,4,2,6,6,6,1,6,1,5,1,Quite A bit stressful
14862,96,3,1,1,0,6,3,3,2,6,6,6,1,7,5,6,3,A bit stressful
14863,96,4,2,1,0,3,3,2,5,4,2,2,2,10,10,10,10,Not very stressful
14864,96,5,1,3,0,6,2,4,1,4,1,6,2,9,7,8,6,Quite A bit stressful
14865,96,6,2,3,0,6,3,4,2,6,6,6,1,10,6,10,10,Quite A bit stressful
14866,96,3,1,1,2,4,3,3,1,3,2,6,2,7,7,7,6,A bit stressful
14867,96,3,1,1,0,7,3,2,7,3,2,6,2,6,10,10,10,Not very stressful
14868,1,1,2,6,0,2,3,4,2,4,1,6,2,10,8,10,9,Quite A bit stressful
14869,96,7,1,3,0,7,3,1,96,3,6,6,2,10,10,10,9,Not at all stressful
14870,1,1,2,6,0,7,3,3,5,3,2,6,2,7,7,7,6,A bit stressful
14871,3,1,2,6,0,7,3,2,4,6,6,6,1,8,8,8,7,Not very stressful
14872,96,3,2,1,2,4,3,4,5,3,2,6,2,8,7,8,8,Quite A bit stressful
14873,96,2,2,6,0,5,3,3,1,3,4,2,2,10,10,10,9,A bit stressful
14874,96,1,1,6,1,2,1,3,2,2,1,6,2,10,6,5,7,A bit stressful
14875,96,6,1,5,0,3,3,2,2,6,6,6,2,5,4,6,8,Not very stressful
14876,96,4,2,6,0,4,3,4,1,3,4,6,2,5,5,10,5,Quite A bit stressful
14877,96,6,2,1,0,4,1,2,5,6,6,6,2,8,8,10,8,Not very stressful
14878,96,4,1,1,0,1,3,3,1,3,1,6,2,10,10,10,10,A bit stressful
14879,5,7,2,3,0,7,3,2,3,6,6,6,1,8,3,7,9,Not very stressful
14880,96,5,1,1,0,5,2,3,5,3,1,6,2,8,9,10,10,A bit stressful
14881,3,7,2,1,0,5,3,3,7,6,6,6,2,5,9,7,8,A bit stressful
14882,96,6,2,5,0,5,3,3,3,6,6,6,1,5,3,2,8,A bit stressful
14883,96,5,2,2,0,3,3,2,5,3,3,6,2,7,10,9,9,Not very stressful
14884,96,3,1,1,2,4,1,4,1,4,6,6,2,7,5,8,7,Quite A bit stressful
14885,96,7,2,3,0,1,3,2,5,6,6,6,1,10,8,10,10,Not very stressful
14886,96,4,2,1,0,2,1,1,96,3,2,6,2,9,9,9,9,Not at all stressful
14887,96,2,1,6,0,3,2,2,2,4,1,6,2,10,10,10,10,Not very stressful
14888,96,5,2,1,0,5,3,2,3,6,6,6,2,8,8,8,6,Not very stressful
14889,96,4,1,1,0,4,3,1,96,6,6,6,2,10,9,9,9,Not at all stressful
14890,96,4,1,6,0,7,1,4,2,6,6,6,2,3,5,0,5,Quite A bit stressful
14891,1,2,2,6,0,3,3,3,3,3,2,6,2,7,7,8,8,A bit stressful
14892,96,2,2,2,1,3,3,4,1,1,6,6,2,6,8,10,2,Quite A bit stressful
14893,4,4,1,1,2,6,3,3,1,4,6,6,2,7,7,9,9,A bit stressful
14894,96,1,2,6,0,4,3,3,1,3,2,6,1,10,8,5,8,A bit stressful
14895,96,7,2,1,0,6,3,2,3,6,6,6,1,9,8,9,7,Not very stressful
14896,96,5,1,5,0,7,3,2,2,2,6,2,1,7,7,7,7,Not very stressful
14897,96,2,1,6,0,2,1,3,1,3,1,6,1,7,8,5,5,A bit stressful
14898,96,5,2,1,0,4,3,3,1,3,2,6,2,8,8,8,8,A bit stressful
14899,96,2,1,6,0,2,3,2,1,3,2,6,1,9,8,7,8,Not very stressful
14900,96,5,1,6,0,7,3,3,6,6,6,6,1,5,3,3,3,A bit stressful
14901,96,5,2,1,0,2,3,3,6,3,6,6,2,8,5,10,8,A bit stressful
14902,96,3,1,1,2,4,2,4,5,4,6,6,2,6,7,7,8,Quite A bit stressful
14903,1,2,1,1,0,3,2,3,5,4,1,6,2,9,7,7,7,A bit stressful
14904,96,3,1,6,0,4,1,3,2,6,6,6,2,5,4,4,5,A bit stressful
14905,7,7,1,3,0,7,3,2,6,6,6,6,1,7,6,6,6,Not very stressful
14906,96,6,2,1,0,6,3,2,2,1,6,6,2,9,8,8,9,Not very stressful
14907,3,6,1,5,0,1,3,3,6,6,6,6,1,8,7,10,9,A bit stressful
14908,96,7,2,6,0,7,3,3,5,6,6,6,2,8,9,8,10,A bit stressful
14909,96,3,2,1,2,3,3,3,3,1,6,6,2,9,9,10,8,A bit stressful
14910,96,6,2,1,0,1,3,2,2,6,6,6,1,6,6,9,6,Not very stressful
14911,96,2,2,6,0,3,3,3,4,1,6,6,2,7,10,7,5,A bit stressful
14912,3,6,2,6,0,5,3,3,2,1,6,6,1,9,9,9,7,A bit stressful
14913,1,4,1,2,1,3,1,3,1,3,2,6,2,7,7,5,7,A bit stressful
14914,96,7,2,3,0,3,3,2,3,6,6,6,1,10,10,8,8,Not very stressful
14915,96,3,2,1,2,7,3,3,2,1,6,6,2,7,8,10,8,A bit stressful
14916,3,2,1,6,0,7,3,1,96,3,1,6,2,10,9,10,10,Not at all stressful
14917,96,2,1,1,2,1,3,3,5,3,2,6,2,9,6,9,7,A bit stressful
14918,96,5,1,1,0,7,3,3,5,4,2,6,2,10,7,10,4,A bit stressful
14919,96,4,1,1,2,5,3,3,5,3,1,6,2,6,9,8,7,A bit stressful
14920,2,3,1,6,0,5,3,3,2,3,1,6,2,10,10,6,10,A bit stressful
14921,96,2,2,4,3,5,3,2,6,3,1,6,2,8,10,8,8,Not very stressful
14922,96,6,2,3,0,4,3,1,96,6,6,6,2,10,9,10,10,Not at all stressful
14923,96,6,2,4,0,1,3,1,96,6,6,6,1,10,9,9,8,Not at all stressful
14924,96,5,2,1,0,5,3,3,3,3,1,6,1,8,8,10,9,A bit stressful
14925,96,2,2,2,3,2,3,4,5,3,2,2,2,6,3,7,2,Quite A bit stressful
14926,96,1,1,6,0,6,3,5,4,6,6,6,2,8,7,5,3,Extremely stressful
14927,96,5,2,1,0,5,3,4,5,4,1,6,1,10,9,10,7,Quite A bit stressful
14928,96,4,2,2,0,2,1,2,7,3,2,6,1,10,10,10,9,Not very stressful
14929,96,1,2,6,0,5,3,4,4,2,2,6,2,7,6,6,6,Quite A bit stressful
14930,96,2,2,2,3,6,1,4,4,3,6,6,2,10,10,9,8,Quite A bit stressful
14931,3,6,1,1,0,3,3,3,2,6,6,6,2,5,8,9,8,A bit stressful
14932,3,2,1,1,0,5,3,3,5,3,1,6,2,7,8,9,9,A bit stressful
14933,96,5,1,1,0,4,1,3,1,4,6,2,2,10,10,10,10,A bit stressful
14934,96,5,1,6,0,4,1,3,1,4,2,6,2,7,7,8,8,A bit stressful
14935,96,6,2,1,0,7,3,3,3,6,6,6,2,5,7,9,7,A bit stressful
14936,96,6,1,1,0,3,3,2,2,6,6,6,2,6,7,6,5,Not very stressful
14937,96,5,1,1,0,4,3,2,6,2,2,6,2,8,7,8,8,Not very stressful
14938,96,5,1,5,0,3,3,3,2,3,6,6,2,8,7,8,8,A bit stressful
14939,96,4,2,2,0,7,3,3,1,3,1,6,1,10,10,10,9,A bit stressful
14940,96,1,1,6,0,7,3,4,4,6,6,6,1,8,7,6,8,Quite A bit stressful
14941,4,4,1,1,1,5,3,4,1,3,3,6,2,9,9,9,9,Quite A bit stressful
14942,96,2,1,2,0,4,3,3,1,3,1,6,2,10,9,7,7,A bit stressful
14943,4,3,1,2,0,6,2,1,96,3,6,6,2,10,10,10,10,Not at all stressful
14944,5,5,1,1,2,7,3,4,2,4,1,6,2,9,9,8,9,Quite A bit stressful
14945,96,6,1,5,0,3,3,2,3,1,6,1,2,7,5,6,7,Not very stressful
14946,96,6,1,1,0,1,3,3,7,6,6,6,2,9,7,8,9,A bit stressful
14947,96,6,2,3,1,5,3,2,5,2,6,6,1,10,10,8,10,Not very stressful
14948,96,6,2,5,0,4,3,2,2,6,6,6,2,8,10,8,9,Not very stressful
14949,96,5,2,1,0,3,3,3,5,3,2,2,2,8,8,8,7,A bit stressful
14950,96,3,2,6,2,4,3,3,2,3,2,6,2,8,8,7,7,A bit stressful
14951,4,4,2,5,0,97,3,2,2,9,6,6,1,3,5,7,6,Not very stressful
14952,96,3,1,1,2,3,3,3,3,3,1,6,2,10,10,10,10,A bit stressful
14953,96,1,1,6,1,6,3,1,96,6,6,6,2,9,8,7,8,Not at all stressful
14954,2,1,2,6,0,3,2,2,1,3,1,6,2,8,8,9,7,Not very stressful
14955,96,4,2,4,0,1,3,3,1,3,1,6,2,7,7,5,7,A bit stressful
14956,96,3,2,6,0,6,1,2,2,1,6,6,2,10,8,8,8,Not very stressful
14957,96,5,2,1,0,5,3,3,6,6,6,6,1,7,5,6,3,A bit stressful
14958,96,6,2,5,0,7,1,4,97,6,6,6,2,5,5,8,4,Quite A bit stressful
14959,96,7,1,1,0,6,3,1,96,6,6,6,1,6,6,5,6,Not at all stressful
14960,96,5,1,1,0,4,3,3,2,3,3,6,1,10,7,10,8,A bit stressful
14961,96,2,1,2,0,1,1,4,1,3,2,6,2,6,4,7,7,Quite A bit stressful
14962,96,7,1,1,0,1,3,3,7,6,6,6,2,9,8,9,7,A bit stressful
14963,96,7,2,1,0,7,3,1,96,6,6,6,1,10,10,10,10,Not at all stressful
14964,96,3,2,1,2,4,3,3,5,3,2,6,2,7,8,9,7,A bit stressful
14965,96,5,2,6,0,3,3,4,2,3,4,6,1,4,4,4,2,Quite A bit stressful
14966,96,3,1,6,1,2,1,3,2,4,6,6,2,5,5,7,6,A bit stressful
14967,96,6,2,1,0,4,3,2,5,6,6,6,1,9,8,9,8,Not very stressful
14968,96,5,2,5,0,3,3,3,2,2,1,6,2,5,5,5,6,A bit stressful
14969,96,2,2,6,0,5,2,3,7,3,1,6,2,7,7,9,5,A bit stressful
14970,96,6,2,3,0,5,3,2,3,6,6,6,2,7,7,8,8,Not very stressful
14971,96,6,2,3,0,3,3,4,6,6,6,6,2,7,6,7,5,Quite A bit stressful
14972,96,6,1,1,0,7,3,4,1,3,6,6,2,9,7,7,8,Quite A bit stressful
14973,96,7,1,3,0,7,3,3,7,6,6,6,1,8,8,8,10,A bit stressful
14974,2,6,1,1,0,3,3,3,1,4,6,6,2,9,8,8,7,A bit stressful
14975,2,1,1,6,0,3,3,3,1,3,2,6,2,7,6,9,6,A bit stressful
14976,96,5,2,6,0,7,3,3,2,3,6,6,2,5,5,8,6,A bit stressful
14977,96,7,2,1,0,1,3,3,6,6,6,6,1,8,5,9,7,A bit stressful
14978,1,6,2,3,1,5,3,3,3,6,6,6,1,7,8,2,7,A bit stressful
14979,96,1,2,6,0,4,3,5,2,3,1,6,2,8,7,5,8,Extremely stressful
14980,96,4,2,6,0,5,3,3,3,3,1,6,2,8,8,6,6,A bit stressful
14981,96,3,1,4,2,4,3,3,5,3,1,6,2,6,10,4,6,A bit stressful
14982,4,3,2,1,0,4,3,3,1,4,2,6,2,7,10,10,7,A bit stressful
14983,96,6,2,5,0,3,3,2,6,6,6,6,1,5,1,8,6,Not very stressful
14984,96,2,2,6,0,5,3,4,4,1,6,1,2,9,2,5,8,Quite A bit stressful
14985,96,7,2,3,0,4,3,2,3,6,6,6,2,9,8,9,9,Not very stressful
14986,96,5,1,1,0,4,3,2,3,3,6,6,1,8,7,8,8,Not very stressful
14987,96,4,2,1,0,4,3,2,3,1,6,6,2,9,9,9,9,Not very stressful
14988,96,5,2,1,0,5,3,2,2,2,6,6,1,7,5,7,6,Not very stressful
14989,6,5,1,1,0,4,1,3,2,3,2,6,2,7,5,4,7,A bit stressful
14990,96,6,1,1,0,2,3,2,3,6,6,6,2,9,7,8,7,Not very stressful
14991,96,5,1,1,0,5,3,3,1,4,2,6,2,7,6,8,6,A bit stressful
14992,3,5,2,1,0,2,3,3,1,3,1,6,2,10,9,9,8,A bit stressful
14993,96,4,2,1,0,6,3,2,5,3,6,6,2,9,9,9,8,Not very stressful
14994,96,6,2,1,0,4,3,3,2,6,6,6,2,9,9,8,8,A bit stressful
14995,96,5,2,1,0,3,3,2,3,3,6,6,2,10,10,10,10,Not very stressful
14996,96,6,1,1,0,3,3,3,5,4,6,6,2,7,8,8,8,A bit stressful
14997,96,7,2,2,0,1,3,3,5,6,6,6,1,10,8,10,10,A bit stressful
14998,96,6,1,1,0,3,3,1,96,6,6,6,2,8,9,9,7,Not at all stressful
14999,3,2,2,1,2,6,2,5,2,3,2,6,2,8,5,5,7,Extremely stressful
15000,3,5,1,3,0,5,3,4,3,6,6,6,2,6,4,7,5,Quite A bit stressful
15001,96,1,2,6,0,7,3,3,4,2,2,2,2,6,3,8,5,A bit stressful
15002,96,5,1,6,0,3,1,2,3,1,6,6,2,7,10,7,7,Not very stressful
15003,96,2,1,6,0,3,3,3,2,3,1,6,2,8,6,8,6,A bit stressful
15004,96,1,2,2,1,5,3,3,1,2,6,4,2,7,7,8,8,A bit stressful
15005,96,7,2,3,0,2,3,3,5,6,6,6,2,8,9,10,5,A bit stressful
15006,96,2,1,6,0,5,3,2,6,3,2,6,2,8,5,5,8,Not very stressful
15007,96,4,2,2,0,97,7,7,97,1,6,6,2,97,97,97,97,Extremely stressful
15008,96,2,2,6,0,4,1,4,2,2,2,6,1,5,4,6,6,Quite A bit stressful
15009,96,6,2,1,0,3,3,2,3,6,6,6,2,8,8,7,8,Not very stressful
15010,96,5,2,1,0,5,3,2,5,3,1,6,1,8,7,8,3,Not very stressful
15011,4,4,2,1,1,5,3,3,7,2,3,6,2,4,5,10,5,A bit stressful
15012,96,6,1,1,0,7,3,3,3,1,1,6,1,8,7,10,7,A bit stressful
15013,96,4,1,1,0,6,3,2,2,9,6,6,2,9,9,8,6,Not very stressful
15014,96,4,2,1,0,6,3,3,1,3,2,6,2,8,8,9,7,A bit stressful
15015,96,6,2,1,0,6,3,3,5,2,6,6,2,10,8,9,8,A bit stressful
15016,96,4,1,2,0,3,3,5,2,3,3,6,1,3,4,6,5,Extremely stressful
15017,96,4,2,5,0,2,3,3,3,2,2,6,2,6,5,3,4,A bit stressful
15018,96,5,1,6,0,4,3,2,3,6,6,6,1,8,7,8,5,Not very stressful
15019,96,5,1,1,0,2,3,2,2,4,6,6,2,6,6,8,6,Not very stressful
15020,4,4,1,5,0,5,3,7,5,4,3,6,2,6,6,5,6,Extremely stressful
15021,5,6,1,1,0,7,3,2,7,3,6,6,1,9,5,9,8,Not very stressful
15022,4,3,1,1,0,3,1,4,2,9,6,4,7,6,6,6,6,Quite A bit stressful
15023,6,7,1,1,0,1,3,3,6,6,6,6,2,8,5,10,7,A bit stressful
15024,5,5,1,1,0,3,3,3,1,4,2,6,2,8,7,6,7,A bit stressful
15025,96,3,1,2,2,3,3,3,1,4,6,6,2,7,7,8,8,A bit stressful
15026,96,6,2,2,0,5,3,2,3,6,6,6,2,9,9,9,7,Not very stressful
15027,96,4,2,5,0,6,1,5,6,6,6,6,1,4,0,4,2,Extremely stressful
15028,96,4,1,6,0,3,3,1,96,6,6,6,2,10,10,10,8,Not at all stressful
15029,3,3,1,6,0,5,3,3,1,3,2,6,1,5,7,5,7,A bit stressful
15030,96,3,2,1,1,3,3,4,1,3,1,6,1,5,5,10,5,Quite A bit stressful
15031,96,3,1,1,0,7,3,5,6,3,3,6,1,10,10,10,10,Extremely stressful
15032,96,1,2,6,0,7,3,2,4,1,6,6,2,10,10,10,8,Not very stressful
15033,96,5,2,1,0,5,1,3,2,3,6,6,2,7,8,6,8,A bit stressful
15034,2,1,2,6,0,3,3,3,4,6,6,6,2,6,7,5,7,A bit stressful
15035,96,7,1,3,0,6,3,3,6,6,6,6,1,8,4,8,5,A bit stressful
15036,96,5,1,1,0,7,3,4,1,4,6,6,2,9,9,8,8,Quite A bit stressful
15037,5,5,2,1,0,5,3,5,7,3,6,3,1,8,9,9,7,Extremely stressful
15038,96,1,1,6,0,5,3,3,2,1,6,1,2,6,2,8,2,A bit stressful
15039,5,6,1,1,0,7,3,2,6,6,6,6,1,8,7,8,8,Not very stressful
15040,96,4,1,1,0,3,3,3,1,3,3,6,2,6,8,8,8,A bit stressful
15041,3,7,2,3,0,5,1,3,6,6,6,6,1,7,6,8,7,A bit stressful
15042,96,2,2,2,0,5,3,3,5,3,2,6,2,10,0,7,5,A bit stressful
15043,96,4,1,1,1,5,3,3,2,3,2,6,2,6,8,10,8,A bit stressful
15044,96,2,1,1,1,3,3,4,1,4,2,2,2,7,7,6,7,Quite A bit stressful
15045,96,2,2,6,0,5,3,1,96,3,7,6,2,10,9,9,9,Not at all stressful
15046,96,1,1,6,3,7,3,3,4,6,6,6,2,6,8,10,8,A bit stressful
15047,96,5,2,1,0,6,3,3,1,3,6,6,2,9,9,9,8,A bit stressful
15048,96,5,2,1,0,5,3,3,3,3,1,6,2,8,10,10,8,A bit stressful
15049,96,3,1,1,1,4,3,3,1,3,2,6,2,7,7,8,8,A bit stressful
15050,96,7,1,3,0,3,3,2,3,6,6,6,2,6,6,7,7,Not very stressful
15051,3,2,1,6,0,7,3,3,1,4,1,2,1,8,7,3,7,A bit stressful
15052,96,6,2,3,0,5,3,5,7,6,6,6,2,7,8,7,7,Extremely stressful
15053,96,7,2,5,0,4,3,3,3,6,6,6,2,10,8,9,7,A bit stressful
15054,96,3,2,1,2,3,3,3,4,3,2,6,2,9,9,9,7,A bit stressful
15055,96,5,2,1,0,5,3,3,2,6,6,6,1,9,5,9,7,A bit stressful
15056,96,2,2,2,0,5,3,2,7,3,2,2,2,10,6,5,5,Not very stressful
15057,96,1,1,6,0,6,3,3,1,4,6,6,1,5,5,0,1,A bit stressful
15058,96,3,2,1,3,5,3,4,2,3,2,6,2,6,6,5,5,Quite A bit stressful
15059,96,2,2,6,0,3,1,3,2,3,2,6,2,7,7,5,7,A bit stressful
15060,96,4,1,4,1,7,3,4,2,3,1,6,2,7,5,0,0,Quite A bit stressful
15061,96,6,2,3,0,3,3,3,3,6,6,6,2,10,10,10,8,A bit stressful
15062,96,1,2,6,2,6,1,3,3,2,3,6,2,7,2,7,0,A bit stressful
15063,1,2,2,6,0,4,3,3,3,3,2,6,2,9,8,4,9,A bit stressful
15064,96,3,1,1,1,4,3,3,7,4,1,6,2,10,10,10,8,A bit stressful
15065,96,5,2,1,0,3,3,1,96,6,6,6,2,10,8,9,5,Not at all stressful
15066,96,1,2,6,0,5,3,4,4,6,6,6,2,9,9,9,8,Quite A bit stressful
15067,96,4,2,6,0,7,3,4,6,6,6,6,2,8,3,7,8,Quite A bit stressful
15068,96,6,2,5,0,5,3,5,2,6,6,6,2,7,10,8,7,Extremely stressful
15069,96,6,2,6,0,4,3,1,96,6,6,6,2,10,6,8,7,Not at all stressful
15070,96,6,1,1,0,3,3,1,96,6,6,6,1,9,8,8,8,Not at all stressful
15071,96,2,2,2,1,4,3,2,1,4,2,3,2,8,5,7,2,Not very stressful
15072,96,4,1,1,0,5,3,3,1,3,2,6,2,8,8,8,8,A bit stressful
15073,96,6,2,1,0,4,3,1,96,1,6,6,1,10,10,10,8,Not at all stressful
15074,96,2,2,1,1,7,3,4,3,6,6,6,2,9,6,7,7,Quite A bit stressful
15075,4,3,1,1,3,7,3,1,96,6,6,6,2,10,8,9,9,Not at all stressful
15076,4,4,1,1,1,6,3,3,2,4,2,6,1,5,9,9,8,A bit stressful
15077,96,3,2,4,1,5,3,2,5,3,1,6,2,8,8,7,7,Not very stressful
15078,96,5,1,5,0,3,3,3,3,6,6,6,2,7,7,6,8,A bit stressful
15079,1,6,1,5,0,5,1,2,97,6,6,6,2,97,97,97,97,Not very stressful
15080,96,4,2,1,0,7,3,1,96,3,6,3,2,5,8,10,10,Not at all stressful
15081,96,5,2,1,0,3,2,2,97,2,1,6,2,8,8,10,9,Not very stressful
15082,96,4,2,1,0,7,1,2,3,6,6,6,1,8,6,8,7,Not very stressful
15083,96,7,2,3,0,7,3,3,6,6,6,6,1,10,5,10,5,A bit stressful
15084,96,3,2,1,1,4,3,3,3,4,1,6,2,10,10,10,10,A bit stressful
15085,96,6,1,1,0,7,3,1,96,6,6,6,1,7,10,10,10,Not at all stressful
15086,96,3,1,1,2,7,3,2,2,3,1,6,2,8,10,7,10,Not very stressful
15087,96,2,1,2,0,3,2,2,1,3,2,6,2,8,7,9,6,Not very stressful
15088,96,1,1,6,0,3,3,2,4,3,6,6,2,8,7,9,8,Not very stressful
15089,96,4,1,1,0,5,3,3,3,3,6,6,2,7,5,8,4,A bit stressful
15090,96,6,2,3,0,5,3,3,3,6,6,6,2,9,9,9,8,A bit stressful
15091,6,6,2,3,0,3,3,3,6,6,6,6,1,7,7,9,8,A bit stressful
15092,96,2,2,4,1,5,3,3,7,3,2,6,1,5,8,8,8,A bit stressful
15093,96,4,1,5,0,1,3,3,2,3,1,6,2,8,8,7,8,A bit stressful
15094,96,6,1,6,0,2,3,3,6,6,6,6,2,5,7,7,5,A bit stressful
15095,96,2,2,2,0,3,3,4,1,1,2,6,2,7,8,9,5,Quite A bit stressful
15096,96,6,1,1,0,7,3,2,97,6,6,6,2,8,7,9,8,Not very stressful
15097,96,3,1,1,3,4,3,2,2,4,1,6,2,7,7,9,9,Not very stressful
15098,4,4,2,1,1,7,3,2,2,3,1,6,1,5,5,10,8,Not very stressful
15099,96,2,2,6,0,5,3,4,1,4,1,6,2,10,10,10,9,Quite A bit stressful
15100,96,4,2,1,0,3,3,1,96,2,1,6,2,10,7,10,7,Not at all stressful
15101,96,5,1,1,0,5,3,3,6,3,2,6,2,8,3,8,4,A bit stressful
15102,96,1,1,6,0,4,3,4,2,4,6,6,2,8,9,10,10,Quite A bit stressful
15103,96,5,2,1,0,2,3,3,2,3,1,6,1,5,5,5,5,A bit stressful
15104,96,5,1,1,0,4,1,4,1,3,2,6,2,9,7,7,6,Quite A bit stressful
15105,96,2,1,2,0,6,3,4,2,3,5,2,2,1,4,10,5,Quite A bit stressful
15106,96,7,1,3,0,5,3,1,96,6,6,6,1,5,5,7,4,Not at all stressful
15107,96,1,2,6,0,6,3,3,4,1,3,6,2,10,8,10,8,A bit stressful
15108,96,6,2,1,0,3,3,1,96,6,6,6,1,8,8,8,7,Not at all stressful
15109,96,3,2,2,1,3,3,4,1,2,4,6,2,3,5,3,4,Quite A bit stressful
15110,2,3,1,6,0,6,1,3,2,4,3,6,1,6,7,6,0,A bit stressful
15111,96,1,1,6,0,6,3,3,4,6,6,6,2,10,10,10,10,A bit stressful
15112,96,3,2,6,0,3,3,4,1,3,2,6,1,7,10,5,4,Quite A bit stressful
15113,96,3,2,2,0,5,3,4,5,3,1,6,2,6,6,5,2,Quite A bit stressful
15114,6,7,2,3,0,4,3,3,2,6,6,6,1,9,9,9,9,A bit stressful
15115,96,4,1,1,0,5,3,3,7,4,2,2,2,9,5,7,8,A bit stressful
15116,96,3,1,1,1,3,3,2,1,4,1,6,2,9,10,10,9,Not very stressful
15117,96,3,2,1,1,5,3,2,98,6,6,6,2,10,10,9,7,Not very stressful
15118,3,4,1,1,1,7,3,2,6,3,1,6,2,9,5,9,9,Not very stressful
15119,96,7,2,1,0,2,3,3,3,6,6,6,1,8,9,8,8,A bit stressful
15120,96,3,1,1,2,5,3,3,1,3,1,1,2,9,5,10,7,A bit stressful
15121,96,2,2,2,0,4,3,3,5,3,2,6,2,8,7,10,7,A bit stressful
15122,96,4,2,1,0,6,3,3,2,6,6,6,1,8,5,8,8,A bit stressful
15123,5,5,2,1,0,7,3,4,3,6,6,6,1,2,3,2,2,Quite A bit stressful
15124,96,7,2,3,0,7,3,3,2,6,6,6,1,8,8,9,9,A bit stressful
15125,96,3,2,1,3,6,3,2,5,4,6,6,2,8,7,9,6,Not very stressful
15126,96,7,1,1,0,1,3,1,96,6,6,6,2,8,8,5,5,Not at all stressful
15127,96,3,2,1,2,2,3,3,5,2,1,6,1,9,8,10,8,A bit stressful
15128,96,4,2,1,0,6,1,3,4,3,1,6,2,5,8,5,8,A bit stressful
15129,3,2,1,6,0,5,3,2,1,3,6,6,2,10,10,10,7,Not very stressful
15130,96,5,1,1,0,6,3,2,2,6,6,6,2,5,5,10,8,Not very stressful
15131,96,1,1,6,0,3,3,3,7,3,2,6,2,6,6,7,8,A bit stressful
15132,96,6,1,1,0,3,3,1,96,6,6,6,2,10,10,10,9,Not at all stressful
15133,96,6,1,3,0,2,1,3,7,3,6,6,2,10,9,97,10,A bit stressful
15134,96,4,2,4,0,5,3,1,96,3,6,6,2,8,8,8,8,Not at all stressful
15135,96,6,2,1,0,2,2,3,5,6,6,6,2,9,8,9,8,A bit stressful
15136,96,2,1,2,0,6,1,3,2,4,1,6,2,4,2,10,4,A bit stressful
15137,96,5,1,5,0,1,1,1,96,6,6,6,2,10,10,9,10,Not at all stressful
15138,96,6,1,1,0,2,3,3,1,4,6,6,2,7,8,3,4,A bit stressful
15139,96,2,1,1,0,2,3,3,1,4,2,6,2,10,8,10,7,A bit stressful
15140,1,6,1,1,0,1,1,3,6,6,6,6,2,7,4,10,9,A bit stressful
15141,5,4,1,1,0,6,1,3,2,3,3,6,1,3,5,4,4,A bit stressful
15142,96,5,1,2,0,3,3,3,1,3,1,6,2,10,8,8,8,A bit stressful
15143,96,5,2,5,0,5,3,3,2,2,6,2,1,6,8,6,8,A bit stressful
15144,96,5,2,1,0,5,3,3,6,3,2,6,2,10,8,10,8,A bit stressful
15145,4,2,2,2,0,4,3,2,7,3,2,3,1,9,10,10,9,Not very stressful
15146,96,5,2,3,0,5,3,4,1,3,1,6,2,8,9,9,8,Quite A bit stressful
15147,96,7,2,3,0,5,3,1,96,6,6,6,1,10,7,10,10,Not at all stressful
15148,4,5,2,1,0,5,3,2,1,3,2,6,1,6,7,8,8,Not very stressful
15149,96,5,2,6,0,7,2,3,1,3,6,6,1,10,10,10,9,A bit stressful
15150,3,6,1,1,0,4,3,3,3,6,6,6,1,8,6,8,6,A bit stressful
15151,96,5,1,1,0,7,3,1,96,3,1,6,2,10,10,10,8,Not at all stressful
15152,96,2,2,2,3,7,1,4,3,1,1,6,2,8,6,10,10,Quite A bit stressful
15153,3,2,2,6,0,6,3,3,3,6,6,6,2,6,7,7,6,A bit stressful
15154,96,5,2,6,0,3,1,4,1,3,1,6,2,7,9,7,4,Quite A bit stressful
15155,96,6,2,4,0,5,2,3,3,6,6,6,2,7,7,7,8,A bit stressful
15156,3,2,2,1,1,6,3,3,3,4,6,3,2,9,9,10,9,A bit stressful
15157,96,2,1,6,0,4,3,3,1,3,3,6,2,8,7,8,4,A bit stressful
15158,96,5,2,3,0,7,3,4,6,6,6,6,1,8,5,8,8,Quite A bit stressful
15159,96,7,2,3,0,5,3,4,7,6,6,6,1,8,5,8,8,Quite A bit stressful
15160,96,5,1,5,0,5,3,3,3,2,1,6,2,8,7,7,7,A bit stressful
15161,96,6,2,1,0,3,3,2,6,6,6,6,2,10,7,10,8,Not very stressful
15162,96,6,1,1,0,6,1,2,7,6,6,6,1,8,7,10,8,Not very stressful
15163,5,5,1,1,0,7,3,4,3,3,3,6,1,5,8,8,5,Quite A bit stressful
15164,98,5,1,1,0,2,2,2,3,3,1,6,2,6,8,5,7,Not very stressful
15165,96,6,2,1,0,5,1,1,96,6,6,6,2,8,7,8,8,Not at all stressful
15166,96,6,2,3,0,6,3,3,2,6,6,6,1,6,6,9,5,A bit stressful
